src,dst,proto,sport,dport,pkt_count,byte_count,duration,avg_pkt_size,flags_score
10.0.0.77,10.0.0.2,TCP,63317,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,56737,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54770,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,45534,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,54907,154,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57012,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,61369,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64281,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42644,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,61026,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,55625,156,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52173,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,56694,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58315,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,50991,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,64567,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,50120,158,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54377,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52723,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41169,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52957,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,49904,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,53230,160,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,60744,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55480,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,46289,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40425,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,62452,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,42755,162,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48397,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48562,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47050,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40297,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,64653,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,51809,164,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41654,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58796,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,50749,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,60066,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,43140,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,48926,166,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,46884,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55904,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,61681,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,56948,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,59708,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,41494,168,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,56746,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51492,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49792,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40923,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,46839,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,45915,170,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54742,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,53483,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42951,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,63435,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,61906,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,56689,172,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59181,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52983,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62389,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59479,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,55410,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,56195,174,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58984,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,46470,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51749,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55825,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,58713,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,46469,176,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64622,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51802,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,50220,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52037,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,48504,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,46943,178,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55952,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58165,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62284,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51987,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,53547,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,42286,180,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47783,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64529,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59837,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59522,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,50959,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,50514,182,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52547,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58400,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,56965,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43461,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,53745,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,58768,184,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48044,22,1,40,0.0,40.0,2.0
10.0.0.55,10.0.0.2,TCP,53470,80,1,61,0.0,61.0,0.8
10.0.0.77,10.0.0.2,TCP,47331,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52192,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,53412,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,57338,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,51956,186,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55670,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,61708,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48905,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48561,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,43523,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,45202,188,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43101,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41886,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41460,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54255,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,61982,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,57866,190,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,44668,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,48128,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55843,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40212,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,60937,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,45913,192,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,55837,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62230,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47110,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40712,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,59354,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,46699,194,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,46984,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57678,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,44156,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,46857,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,44757,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,49050,196,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58409,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47707,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,58798,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,60681,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,47417,53,1,228,0.0,228.0,0.0
10.0.0.99,10.0.0.2,TCP,43776,198,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40280,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,51228,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59705,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,45085,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,51095,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,50727,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41085,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62087,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49729,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,57335,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,46849,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47619,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62295,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54329,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,63947,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,45562,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,60548,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,56867,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42384,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,51086,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,43582,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49303,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54384,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64275,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,50470,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,60901,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49631,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54873,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,62140,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,54688,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,46048,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,45984,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,47706,22,1,40,0.0,40.0,2.0
10.0.0.55,10.0.0.2,TCP,61042,80,1,61,0.0,61.0,0.8
10.0.0.77,10.0.0.2,TCP,62453,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,51108,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,63079,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,42022,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,41603,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,56922,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,54858,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,44984,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,46472,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,63876,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57983,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,60597,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,59216,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,45745,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52027,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49438,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,53432,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,51550,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,59992,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49310,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,53995,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,44113,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,49320,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54094,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64645,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,64846,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,53992,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,44876,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,52562,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,49157,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43874,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,45834,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,52007,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,43284,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,63755,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,54819,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,49125,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,54356,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57100,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,40350,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,53080,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,55686,53,1,228,0.0,228.0,0.0
10.0.0.77,10.0.0.2,TCP,45875,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,57552,22,1,40,0.0,40.0,2.0
10.0.0.77,10.0.0.2,TCP,46553,22,1,40,0.0,40.0,2.0
10.0.0.88,10.0.0.2,UDP,56510,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,40966,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,50638,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,48258,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,62472,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,54930,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,51656,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,58178,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,52042,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,41720,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,50066,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44600,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44095,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,64778,53,2,456,0.29601383209228516,228.0,0.0
10.0.0.55,10.0.0.2,TCP,55736,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,43534,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,51335,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45691,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,60708,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46113,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,55397,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,49318,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,54759,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46118,53,2,456,0.17000818252563477,228.0,0.0
10.0.0.88,10.0.0.2,UDP,55182,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,63636,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,50216,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,64116,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,54348,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,58086,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46406,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,64901,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,61106,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,57874,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,44952,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,57115,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,47663,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45954,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,58296,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,41799,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,54592,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,63821,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45396,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,52216,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44370,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,60959,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,59913,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,51762,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45699,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,59703,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,57029,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44511,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,51824,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,50168,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,49682,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,60274,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,62898,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45840,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,59660,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44477,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44282,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,52483,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,40868,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,59815,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,50790,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,59218,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,40292,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,48449,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,59235,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,52895,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,48647,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,60893,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,63156,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,50944,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,48428,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44958,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,64541,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,42616,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,40219,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,57876,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,48154,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46146,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45662,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,50309,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,51292,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,43695,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,54833,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,48932,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,53830,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,47478,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,64296,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,56896,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,57234,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,60624,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44628,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,53444,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,56579,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,59179,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,48520,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,56096,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,61535,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,53276,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,64634,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,58110,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,40106,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,48473,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,45911,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,51586,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,59909,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,46470,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,46229,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,40676,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,44663,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,55516,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,53021,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,53859,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,43254,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,43864,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,59156,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,43827,53,1,228,0.0,228.0,0.0
10.0.0.88,10.0.0.2,UDP,42309,53,1,228,0.0,228.0,0.0
10.0.0.55,10.0.0.2,TCP,54966,80,1,61,0.0,61.0,0.8
10.0.0.88,10.0.0.2,UDP,47952,53,1,228,0.0,228.0,0.0
